Nombre Producto,Sub Categoría Producto,Categoría Producto,Color,Fecha,Cantidad,Precio,Nombre Cliente,Genero,Ingreso Anual,Estado Civil,Rango Edad,Tipo Tienda,Nombre Tienda,País,Fecha actual,Costo
Cigarette Lighter Adapter for Contoso Teléfonos E110 Negro,Accesorios de Teléfonos Móviles,Teléfonos Móviles,Negro,10/06/2017,1,"24,99","Murphy, Emma",Femenino,70000,Casado,Mayor a 61 años,Tienda,Tienda Nueva York,Estados Unidos,20/05/2024,16
A. Datum Slim Digital Camera M180 Naranja,Cámaras Digitales,Cámaras y videocámaras,Naranja,10/06/2017,2,148,"Butler, Benjamin",Masculino,70000,Casado,Mayor a 61 años,Tienda,Tienda Florida,Estados Unidos,20/05/2024,105
Fabrikam Coffee Maker 5C E090 Dorado,Máquinas de café,Electrodomésticos,Dorado,10/06/2017,1,149,"Anand, Brendan",Masculino,70000,Soltero,Mayor a 61 años,Tienda,Tienda Dallas,Estados Unidos,20/05/2024,100
SV Videos de Auto AM/FM E1000 Dorado,Videos de Auto,TV y Video,Dorado,10/06/2017,1,199,"Perry, Olivia",Femenino,70000,Soltero,Mayor a 61 años,Tienda,Tienda Dallas,Estados Unidos,20/05/2024,126
Proseware Laser Fax Printer E100 Gris Plata,"Impresoras, escáneres y fax",Computadoras,Gris Plata,10/06/2017,51,627,"Patterson, Alexis",Femenino,70000,Casado,Mayor a 61 años,Tienda,Tienda Dallas,Estados Unidos,20/05/2024,450
Contoso DVD 58 DVD Storage Binder M55 Negro,Películas DVD,"Música, películas y audiolibros",Negro,10/06/2017,1,250,"Gonzalez, Madeline",Femenino,70000,Soltero,Entre 41 y 50 años,Tienda,Tienda Los Angeles,Estados Unidos,20/05/2024,187
SV Hand Games for kids E30 Rojo,Juegos en caja,Juegos y juguetes,Rojo,10/06/2017,3,250,"Martin, Madison",Femenino,70000,Casado,Mayor a 61 años,Tienda,Tienda Los Angeles,Estados Unidos,20/05/2024,168
Contoso Air Conditioner 6000BTU E0180 Blanco,Aires Acondicionados,Electrodomésticos,Blanco,10/06/2017,1,"199,99","Harris, Anthony",Masculino,70000,Casado,Mayor a 61 años,Tienda,Tienda Los Angeles,Estados Unidos,20/05/2024,123
WWI 1GB Pulse Smart pen E50 Blanco,Grabadora,Audio,Blanco,09/06/2017,1,"149,95","Long, Caleb",Masculino,60000,Casado,Entre 41 y 50 años,Tienda,Tienda Chicago,Estados Unidos,19/05/2024,108
Fabrikam Microwave 0.9CuFt E0900 Azul,Microondas,Electrodomésticos,Azul,09/06/2017,52,"635,99","Patterson, Eric",Masculino,60000,Casado,Mayor a 61 años,Tienda,Tienda Chicago,Estados Unidos,19/05/2024,416
Reusable Teléfono Screen Protector E120,Accesorios de Teléfonos Móviles,Teléfonos Móviles,Transparente,09/06/2017,1,250,"White, Christopher",Masculino,60000,Casado,Mayor a 61 años,Tienda,Tienda Florida,Estados Unidos,19/05/2024,183
Contoso Expandable 4-Handset Cordless Phone System M206 Blanco,Teléfonos para el hogar y la oficina,Teléfonos Móviles,Blanco,09/06/2017,51,508,"Peterson, Xavier",Masculino,60000,Soltero,Mayor a 61 años,Tienda,Tienda Florida,Estados Unidos,19/05/2024,375
Adventure Works LCD17W E203 Negro,MAC,Computadoras,Negro,09/06/2017,1,"635,99","Howard, Brooke",Femenino,60000,Soltero,Mayor a 61 años,Tienda,Tienda Nueva York,Estados Unidos,19/05/2024,444
Contoso Rubberized Snap-Activo Cover Hard Case Cell Teléfono Protector E160 Dorado,Accesorios de Teléfonos Móviles,Teléfonos Móviles,Dorado,09/06/2017,4,250,"Prasad, Molly",Femenino,60000,Soltero,Mayor a 61 años,Tienda,Tienda Florida,Estados Unidos,19/05/2024,167
Fabrikam Microwave 0.9CuFt E0900 Dorado,Microondas,Electrodomésticos,Dorado,09/06/2017,51,"635,99","Campbell, Timothy",Masculino,60000,Soltero,Mayor a 61 años,Tienda,Tienda Florida,Estados Unidos,19/05/2024,451
Contoso Screen 85in E085 Dorado,Proyectores y pantallas,Computadoras,Dorado,09/06/2017,51,139,"Garcia, Brandon",Masculino,60000,Soltero,Mayor a 61 años,Tienda,Tienda Dallas,Estados Unidos,19/05/2024,88
Proseware Laser Jet Color Printer X300 Negro,"Impresoras, escáneres y fax",Computadoras,Negro,09/06/2017,1,627,"Morris, Mackenzie",Femenino,60000,Soltero,Mayor a 61 años,Tienda,Tienda Dallas,Estados Unidos,19/05/2024,439
Contoso Ultraportable Neoprene Sleeve E30 Negro,Accesorios de Computadoras,Computadoras,Negro,09/06/2017,1,"15,6","Barnes, Elizabeth",Femenino,60000,Soltero,Mayor a 61 años,Tienda,Tienda Dallas,Estados Unidos,19/05/2024,10
MGS Bicycle Casino Games2009 E167,Juegos para Descargar,Juegos y juguetes,Azul,09/06/2017,1,32,"Moore, Fernando",Masculino,60000,Casado,Entre 41 y 50 años,Tienda,Tienda Dallas,Estados Unidos,19/05/2024,24
Contoso Power Inverter - DC to AC power inverter E900 Blanco,Accesorios de Computadoras,Computadoras,Blanco,09/06/2017,3,250,"Edwards, Eric",Masculino,60000,Soltero,Mayor a 61 años,Tienda,Tienda Los Angeles,Estados Unidos,19/05/2024,183
A. Datum Compact Digital Camera M200 Gris Plata,Cámaras Digitales,Cámaras y videocámaras,Gris Plata,09/06/2017,1,129,"Coleman, Miguel",Masculino,60000,Casado,Mayor a 61 años,Tienda,Tienda Los Angeles,Estados Unidos,19/05/2024,81
MGS Racing Madness 2009 E169,Juegos para Descargar,Juegos y juguetes,Azul,08/06/2017,1,32,"Alexander, Morgan",Femenino,40000,Soltero,Entre 41 y 50 años,Tienda,Tienda Río de Janeiro,Brasil,18/05/2024,23
MGS Zoo TycoActivo Complete CollectiActivo E110,Juegos para Descargar,Juegos y juguetes,Azul,08/06/2017,54,919,"Gonzales, Marcus",Masculino,80000,Casado,Entre 51 y 60 años,Tienda,Tienda Río de Janeiro,Brasil,18/05/2024,570
Contoso Microwave 0.9CuFt E0090 Dorado,Microondas,Electrodomésticos,Dorado,08/06/2017,1,"99,99","Watson, Devin",Masculino,60000,Casado,Mayor a 61 años,Tienda,Tienda Chicago,Estados Unidos,18/05/2024,68
Contoso Phone with Memory Dialing-single line E88 Gris Plata,Teléfonos para el hogar y la oficina,Teléfonos Móviles,Gris Plata,08/06/2017,3,250,"Murphy, Catherine",Femenino,60000,Casado,Entre 41 y 50 años,Tienda,Tienda Florida,Estados Unidos,18/05/2024,183
SV DVD Recorder L200 Negro,Películas DVD,"Música, películas y audiolibros",Negro,08/06/2017,1,219,"Bradley, Evan",Masculino,60000,Casado,Mayor a 61 años,Tienda,Tienda Florida,Estados Unidos,18/05/2024,145
SV DVD 38 DVD Storage Binder E25 Dorado,Películas DVD,"Música, películas y audiolibros",Dorado,08/06/2017,1,250,"Cox, Arianna",Femenino,60000,Soltero,Entre 41 y 50 años,Tienda,Tienda Florida,Estados Unidos,18/05/2024,161
Fabrikam Refrigerator 24.7CuFt X9800 Marrón,Refrigeradores,Electrodomésticos,Marrón,08/06/2017,1,595,"Kapoor, Donald",Masculino,60000,Soltero,Mayor a 61 años,Tienda,Tienda Florida,Estados Unidos,18/05/2024,379
WWI Desk Lamp E130 Gris Plata,Lámparas,Electrodomésticos,Gris Plata,08/06/2017,1,"79,95","Taylor, Marcus",Masculino,60000,Soltero,Mayor a 61 años,Tienda,Tienda Florida,Estados Unidos,18/05/2024,53
Litware Sistema Home Theater 5.1 Channel M515 Dorado,Sistema Home Theater,TV y Video,Dorado,08/06/2017,51,569,"Lopez, Isaiah",Masculino,60000,Casado,Mayor a 61 años,Tienda,Tienda Nueva York,Estados Unidos,18/05/2024,393
"Contoso SLR Camera 35"" X358 Negro",Cámaras digitales SLR,Cámaras y videocámaras,Negro,08/06/2017,54,569,"Lopez, Isaiah",Masculino,60000,Casado,Mayor a 61 años,Tienda,Tienda Nueva York,Estados Unidos,18/05/2024,376
"Contoso SLR Camera 35"" M358 Dorado",Cámaras digitales SLR,Cámaras y videocámaras,Dorado,08/06/2017,51,569,"Lopez, Isaiah",Masculino,60000,Casado,Mayor a 61 años,Tienda,Tienda Nueva York,Estados Unidos,18/05/2024,360
The Teléfono Company Touch Screen Teléfonos 5-Wire/Built-in M500 Negro,Teléfonos de pantalla táctil,Teléfonos Móviles,Negro,08/06/2017,1,569,"Lopez, Isaiah",Masculino,60000,Casado,Mayor a 61 años,Tienda,Tienda Nueva York,Estados Unidos,18/05/2024,342
"The Teléfono Company Touch Screen Teléfono 1600 TFT-2.2"" L200 Gris Plata",Teléfonos de pantalla táctil,Teléfonos Móviles,Gris Plata,08/06/2017,51,569,"Lopez, Isaiah",Masculino,60000,Casado,Mayor a 61 años,Tienda,Tienda Nueva York,Estados Unidos,18/05/2024,390
The Teléfono Company Smart phone 8 GB of Memory M400 Negro,Teléfonos Inteligentes y PDAs,Teléfonos Móviles,Negro,08/06/2017,1,269,"Zhang, Robert",Masculino,60000,Soltero,Mayor a 61 años,Tienda,Tienda Nueva York,Estados Unidos,18/05/2024,200
"Adventure Works 20"" CRT TV E15 Negro",Televisores,TV y Video,Negro,08/06/2017,1,"169,99","Griffin, Haley",Femenino,60000,Casado,Entre 41 y 50 años,Tienda,Tienda Florida,Estados Unidos,18/05/2024,107
Cigarette Lighter Adapter for Contoso Teléfonos E110 Negro,Accesorios de Teléfonos Móviles,Teléfonos Móviles,Negro,08/06/2017,1,"24,99","Griffin, Maria",Femenino,60000,Casado,Mayor a 61 años,Tienda,Tienda Florida,Estados Unidos,18/05/2024,15
Adventure Works CRT19 E10 Blanco,MAC,Computadoras,Blanco,08/06/2017,1,69,"Lobao, Alexandre",Masculino,60000,Casado,Entre 41 y 50 años,Tienda,Tienda Florida,Estados Unidos,18/05/2024,42
The Teléfono Company Touch Screen Teléfonos SAW/Built-in M801 Gris Plata,Teléfonos de pantalla táctil,Teléfonos Móviles,Gris Plata,08/06/2017,1,299,"Brooks, Victoria",Femenino,60000,Soltero,Entre 41 y 50 años,Tienda,Tienda Florida,Estados Unidos,18/05/2024,216
WWI Desktop PC1.60 E1600 Negro,Desktops,Computadoras,Negro,08/06/2017,1,"219,95","Stewart, Alexandria",Femenino,60000,Casado,Mayor a 61 años,Tienda,Tienda Dallas,Estados Unidos,18/05/2024,142
Cigarette Lighter Adapter for Contoso Teléfonos E110 Rojo,Accesorios de Teléfonos Móviles,Teléfonos Móviles,Rojo,08/06/2017,1,"24,99","Henderson, Olivia",Femenino,60000,Casado,Mayor a 61 años,Tienda,Tienda Dallas,Estados Unidos,18/05/2024,18
Cigarette Lighter Adapter for Contoso Teléfonos E110 Blanco,Accesorios de Teléfonos Móviles,Teléfonos Móviles,Blanco,08/06/2017,1,"24,99","Hall, Kyle",Masculino,60000,Soltero,Entre 41 y 50 años,Tienda,Tienda Dallas,Estados Unidos,18/05/2024,16
Contoso Original K1m Li-Ion Standard Battery E170 Negro,Accesorios de Teléfonos Móviles,Teléfonos Móviles,Negro,08/06/2017,1,250,"Hernandez, Eduardo",Masculino,60000,Soltero,Entre 41 y 50 años,Tienda,Tienda Los Angeles,Estados Unidos,18/05/2024,168
The Teléfono Company Smart phone Unlocked M300 Negro,Teléfonos Inteligentes y PDAs,Teléfonos Móviles,Negro,07/06/2017,1,595,"Kennedy, Bridget",Femenino,30000,Casado,Entre 26 y 40 años,Tienda,Tienda Chicago,Estados Unidos,17/05/2024,377
Litware Washer & Dryer 27in L420 Verde,Lavadoras y secadoras,Electrodomésticos,Verde,07/06/2017,1,"499,9","Smith, Hannah",Femenino,30000,Soltero,Entre 26 y 40 años,Tienda,Tienda Chicago,Estados Unidos,17/05/2024,313
Contoso Washer & Dryer 27in L270 Blanco,Lavadoras y secadoras,Electrodomésticos,Blanco,07/06/2017,1,"499,9","Smith, Hannah",Femenino,30000,Soltero,Entre 26 y 40 años,Tienda,Tienda Chicago,Estados Unidos,17/05/2024,311
Fabrikam Refrigerator 4.6CuFt E2800 Marrón,Refrigeradores,Electrodomésticos,Marrón,07/06/2017,1,"299,99","Smith, Hannah",Femenino,30000,Soltero,Entre 26 y 40 años,Tienda,Tienda Chicago,Estados Unidos,17/05/2024,207
Proseware LCD15 E103 Negro,MAC,Computadoras,Negro,07/06/2017,1,99,"Sanders, Hailey",Femenino,30000,Soltero,Entre 26 y 40 años,Tienda,Tienda Florida,Estados Unidos,17/05/2024,60
Litware 18'' Oscillating Pedestal Fan M135 Rosa,Ventiladores,Electrodomésticos,Rosa,07/06/2017,3,856,"Patterson, Jocelyn",Femenino,30000,Soltero,Entre 26 y 40 años,Tienda,Tienda Florida,Estados Unidos,17/05/2024,625
Contoso USB Wave Multi-Media Keyboard E280 Gris Plata,Accesorios de Computadoras,Computadoras,Gris Plata,07/06/2017,52,"15,9","Hall, Lauren",Femenino,30000,Soltero,Entre 26 y 40 años,Tienda,Tienda Florida,Estados Unidos,17/05/2024,10
Contoso Smart Battery M901 Blanco,Accesorios de Computadoras,Computadoras,Blanco,07/06/2017,1,250,"Green, Xavier",Masculino,30000,Soltero,Entre 26 y 40 años,Tienda,Tienda Nueva York,Estados Unidos,17/05/2024,180
Contoso Expandable1-Handset Cordless Phone System M207 Negro,Teléfonos para el hogar y la oficina,Teléfonos Móviles,Negro,07/06/2017,3,508,"Harris, Joshua",Masculino,30000,Soltero,Entre 26 y 40 años,Tienda,Tienda Nueva York,Estados Unidos,17/05/2024,370
MGS Hand Games for kids E300 Amarillo,Juegos en caja,Juegos y juguetes,Amarillo,07/06/2017,3,250,"Jai, Luis",Masculino,30000,Casado,Entre 26 y 40 años,Tienda,Tienda Nueva York,Estados Unidos,17/05/2024,176
Contoso Touch Stylus Pen E150 Negro,Accesorios de Teléfonos Móviles,Teléfonos Móviles,Negro,07/06/2017,4,250,"Hughes, Isabella",Femenino,40000,Casado,Mayor a 61 años,Tienda,Tienda Nueva York,Estados Unidos,17/05/2024,151
Contoso Car power adapter M90 Gris Plata,Accesorios de Computadoras,Computadoras,Gris Plata,07/06/2017,1,"19,95","Turner, Courtney",Femenino,30000,Soltero,Entre 26 y 40 años,Tienda,Tienda Florida,Estados Unidos,17/05/2024,13
Contoso Microwave 0.9CuFt E0090 Blanco,Microondas,Electrodomésticos,Blanco,07/06/2017,1,"99,99","Evans, Kaylee",Femenino,30000,Soltero,Entre 26 y 40 años,Tienda,Tienda Florida,Estados Unidos,17/05/2024,71
Adventure Works Wall Lamp E2150 Negro,Lámparas,Electrodomésticos,Negro,07/06/2017,1,"119,99","Bennett, Maria",Femenino,30000,Soltero,Entre 26 y 40 años,Tienda,Tienda Florida,Estados Unidos,17/05/2024,80
Litware Chandelier M6015 Azul,Lámparas,Electrodomésticos,Azul,07/06/2017,1,699,"White, Nicole",Femenino,30000,Soltero,Entre 26 y 40 años,Tienda,Tienda Florida,Estados Unidos,17/05/2024,462
"Proseware Color Ink Jet Fax, Copier, Teléfono M250 Gris Plata","Impresoras, escáneres y fax",Computadoras,Gris Plata,07/06/2017,51,600,"Dominguez, Erika",Femenino,30000,Soltero,Entre 26 y 40 años,Tienda,Tienda Dallas,Estados Unidos,17/05/2024,403
Contoso In-Line Coupler E180 Blanco,Accesorios de Teléfonos Móviles,Teléfonos Móviles,Blanco,07/06/2017,2,250,"Bell, Garrett",Masculino,30000,Soltero,Entre 41 y 50 años,Tienda,Tienda Dallas,Estados Unidos,17/05/2024,167
Contoso 2-Line Speakerphone M109 Blanco,Teléfonos para el hogar y la oficina,Teléfonos Móviles,Blanco,07/06/2017,1,"35,99","Simmons, Jose",Masculino,30000,Soltero,Mayor a 61 años,Tienda,Tienda Dallas,Estados Unidos,17/05/2024,23
SV Videos de Auto AM/FM E1000 Marrón,Videos de Auto,TV y Video,Marrón,07/06/2017,1,199,"Butler, Jonathan",Masculino,30000,Soltero,Entre 26 y 40 años,Tienda,Tienda Los Angeles,Estados Unidos,17/05/2024,144
Proseware Air Conditioner 6000BTU E180 Gris Plata,Aires Acondicionados,Electrodomésticos,Gris Plata,07/06/2017,4,"199,99","Luo, Franklin",Masculino,30000,Soltero,Entre 26 y 40 años,Tienda,Tienda Los Angeles,Estados Unidos,17/05/2024,136
Contoso 32GB Video MP3 Player M3200 Negro,MP4&MP3,Audio,Negro,06/06/2017,1,255,"Robinson, Joseph",Masculino,50000,Casado,Entre 41 y 50 años,Tienda,Tienda Chicago,Estados Unidos,16/05/2024,166
Fabrikam Refrigerator 3.2CuFt E1600 Azul,Refrigeradores,Electrodomésticos,Azul,06/06/2017,1,"279,99","Barnes, Emily",Femenino,40000,Casado,Mayor a 61 años,Tienda,Tienda Chicago,Estados Unidos,16/05/2024,189
SV Keyboard E10 Dorado,Accesorios de Computadoras,Computadoras,Dorado,06/06/2017,1,44,"Russell, Katherine",Femenino,20000,Soltero,Mayor a 61 años,Tienda,Tienda Florida,Estados Unidos,16/05/2024,32
Cigarette Lighter Adapter for Contoso Teléfonos E110 Rojo,Accesorios de Teléfonos Móviles,Teléfonos Móviles,Rojo,06/06/2017,1,"24,99","Martin, Joshua",Masculino,80000,Casado,Mayor a 61 años,Tienda,Tienda Florida,Estados Unidos,16/05/2024,15
Audífono Adapter for Contoso Teléfono E130 Blanco,Accesorios de Teléfonos Móviles,Teléfonos Móviles,Blanco,06/06/2017,1,250,"Lewis, Ethan",Masculino,50000,Soltero,Mayor a 61 años,Tienda,Tienda Florida,Estados Unidos,16/05/2024,173
Contoso Screen 100in E010 Negro,Proyectores y pantallas,Computadoras,Negro,06/06/2017,1,190,"Parker, Katherine",Femenino,40000,Casado,Mayor a 61 años,Tienda,Tienda Nueva York,Estados Unidos,16/05/2024,127
Audífono Adapter for Contoso Teléfono E130 Dorado,Accesorios de Teléfonos Móviles,Teléfonos Móviles,Dorado,06/06/2017,1,250,"Green, Mackenzie",Femenino,100000,Soltero,Entre 51 y 60 años,Tienda,Tienda Nueva York,Estados Unidos,16/05/2024,186
"Proseware Color Ink Jet Fax, Copier, Teléfono M250 Verde","Impresoras, escáneres y fax",Computadoras,Verde,06/06/2017,1,159,"Morgan, Isabella",Femenino,20000,Soltero,Mayor a 61 años,Tienda,Tienda Florida,Estados Unidos,16/05/2024,96
A. Datum Full Frame Digital Camera X300 Naranja,Cámaras Digitales,Cámaras y videocámaras,Naranja,06/06/2017,51,980,"Williams, Ian",Masculino,40000,Soltero,Mayor a 61 años,Tienda,Tienda Florida,Estados Unidos,16/05/2024,647
A. Datum All in Activoe Digital Camera M200 Verde,Cámaras Digitales,Cámaras y videocámaras,Verde,06/06/2017,54,980,"Williams, Ian",Masculino,40000,Soltero,Mayor a 61 años,Tienda,Tienda Florida,Estados Unidos,16/05/2024,613
A. Datum Bridge Digital Camera M300 Verde,Cámaras Digitales,Cámaras y videocámaras,Verde,06/06/2017,51,980,"Williams, Ian",Masculino,40000,Soltero,Mayor a 61 años,Tienda,Tienda Florida,Estados Unidos,16/05/2024,686
Fabrikam Trendsetter 2/3'' 17mm X100 Negro,Videocámaras,Cámaras y videocámaras,Negro,06/06/2017,1,980,"Williams, Ian",Masculino,40000,Soltero,Mayor a 61 años,Tienda,Tienda Florida,Estados Unidos,16/05/2024,601
Litware 3-Speed Oscillating Blower Fan M115 Negro,Ventiladores,Electrodomésticos,Negro,06/06/2017,1,"73,99","Richardson, Brian",Masculino,20000,Soltero,Mayor a 61 años,Tienda,Tienda Florida,Estados Unidos,16/05/2024,54
Contoso Touch Stylus Pen E150 Rojo,Accesorios de Teléfonos Móviles,Teléfonos Móviles,Rojo,06/06/2017,1,250,"Carter, Madeline",Femenino,50000,Casado,Entre 41 y 50 años,Tienda,Tienda Florida,Estados Unidos,16/05/2024,168
Contoso Centrex Phone System L10 Blanco,Teléfonos para el hogar y la oficina,Teléfonos Móviles,Blanco,06/06/2017,1,508,"Stewart, Cindy",Femenino,40000,Casado,Mayor a 61 años,Tienda,Tienda Dallas,Estados Unidos,16/05/2024,355
Contoso Rubberized Skin NegroBerry E100 Negro,Accesorios de Teléfonos Móviles,Teléfonos Móviles,Negro,06/06/2017,1,"14,99","Davis, Justin",Masculino,100000,Casado,Entre 51 y 60 años,Tienda,Tienda Dallas,Estados Unidos,16/05/2024,10
Contoso Touch Stylus Pen E150 Rojo,Accesorios de Teléfonos Móviles,Teléfonos Móviles,Rojo,06/06/2017,1,250,"Washington, Riley",Femenino,40000,Casado,Mayor a 61 años,Tienda,Tienda Dallas,Estados Unidos,16/05/2024,182
Contoso Expandable 4-Handset Cordless Phone System M206 Gris Plata,Teléfonos para el hogar y la oficina,Teléfonos Móviles,Gris Plata,06/06/2017,1,"43,81","Scott, Allison",Femenino,40000,Casado,Mayor a 61 años,Tienda,Tienda Dallas,Estados Unidos,16/05/2024,32
Contoso Microwave 0.8CuFt E0080 Gris Plata,Microondas,Electrodomésticos,Gris Plata,06/06/2017,3,"94,99","Patterson, Austin",Masculino,20000,Soltero,Mayor a 61 años,Tienda,Tienda Dallas,Estados Unidos,16/05/2024,61
Cigarette Lighter Adapter for Contoso Teléfonos E110 Blanco,Accesorios de Teléfonos Móviles,Teléfonos Móviles,Blanco,06/06/2017,1,"24,99","Griffin, Justin",Masculino,50000,Soltero,Entre 41 y 50 años,Tienda,Tienda Dallas,Estados Unidos,16/05/2024,16
Contoso 8GB Super-Slim MP3/Video Player M800 Blanco,MP4&MP3,Audio,Blanco,06/06/2017,1,"109,95","Sharma, Jackson",Masculino,40000,Casado,Mayor a 61 años,Tienda,Tienda Los Angeles,Estados Unidos,16/05/2024,82
MGS Age of Empires II Plateado Edition E122,Juegos para Descargar,Juegos y juguetes,Negro,05/06/2017,51,899,"Ma, Tiffany",Femenino,50000,Casado,Mayor a 61 años,Tienda,Tienda Chicago,Estados Unidos,15/05/2024,597
Litware Refrigerator 19CuFt M760 Verde,Refrigeradores,Electrodomésticos,Verde,05/06/2017,52,899,"Ma, Tiffany",Femenino,50000,Casado,Mayor a 61 años,Tienda,Tienda Chicago,Estados Unidos,15/05/2024,632
Contoso 8GB Super-Slim MP3/Video Player M800 Verde,MP4&MP3,Audio,Verde,05/06/2017,1,"109,95","Flores, Megan",Femenino,50000,Soltero,Mayor a 61 años,Tienda,Tienda Florida,Estados Unidos,15/05/2024,71
Contoso Laptop Starter Bundle M200 Gris Plata,Accesorios de Computadoras,Computadoras,Gris Plata,05/06/2017,1,"16,5","Price, Mariah",Femenino,20000,Casado,Mayor a 61 años,Tienda,Tienda Florida,Estados Unidos,15/05/2024,11
A. Datum Full Frame Digital Camera X300 Rosa,Cámaras Digitales,Cámaras y videocámaras,Rosa,05/06/2017,1,231,"Bell, Brooke",Femenino,20000,Soltero,Mayor a 61 años,Tienda,Tienda Florida,Estados Unidos,15/05/2024,141
A. Datum Interchangeable lens NActivo-SLR Digital Camera X250 Dorado,Cámaras Digitales,Cámaras y videocámaras,Dorado,05/06/2017,51,268,"Martinez, Kristina",Femenino,80000,Casado,Mayor a 61 años,Tienda,Tienda Florida,Estados Unidos,15/05/2024,162
Fabrikam Trendsetter 1/3'' 8.5mm X200 Gris Plata,Videocámaras,Cámaras y videocámaras,Gris Plata,05/06/2017,51,"665,94","Perry, James",Masculino,20000,Casado,Mayor a 61 años,Tienda,Tienda Florida,Estados Unidos,15/05/2024,419
"Proseware Color Ink Jet Fax, Copier, Teléfono M250 Negro","Impresoras, escáneres y fax",Computadoras,Negro,05/06/2017,1,159,"Long, Morgan",Femenino,50000,Casado,Mayor a 61 años,Tienda,Tienda Nueva York,Estados Unidos,15/05/2024,106
A. Datum Bridge Digital Camera M300 Celeste,Cámaras Digitales,Cámaras y videocámaras,Celeste,05/06/2017,1,"186,9","Gray, Seth",Masculino,20000,Casado,Mayor a 61 años,Tienda,Tienda Florida,Estados Unidos,15/05/2024,136
The Teléfono Company Touch Screen Teléfonos 4-Wire/Activo-wall M302 Negro,Teléfonos de pantalla táctil,Teléfonos Móviles,Negro,05/06/2017,1,289,"Prasad, Summer",Femenino,50000,Casado,Mayor a 61 años,Tienda,Tienda Florida,Estados Unidos,15/05/2024,194
SV Videos de Auto TFT7 M7000 Marrón,Videos de Auto,TV y Video,Marrón,05/06/2017,4,299,"Bell, Danielle",Femenino,80000,Soltero,Mayor a 61 años,Tienda,Tienda Florida,Estados Unidos,15/05/2024,215
Contoso KSU-less key system M38 Blanco,Teléfonos para el hogar y la oficina,Teléfonos Móviles,Blanco,05/06/2017,1,"26,99","Jones, Kayla",Femenino,80000,Casado,Mayor a 61 años,Tienda,Tienda Florida,Estados Unidos,15/05/2024,17
Contoso Microwave 2.2CuFt M0125 Blanco,Microondas,Electrodomésticos,Blanco,05/06/2017,1,"199,99","Turner, Sean",Masculino,80000,Casado,Mayor a 61 años,Tienda,Tienda Florida,Estados Unidos,15/05/2024,125
Litware 20'' Box Fan E401 Amarillo,Ventiladores,Electrodomésticos,Amarillo,05/06/2017,2,"25,99","Williams, Austin",Masculino,80000,Casado,Mayor a 61 años,Tienda,Tienda Florida,Estados Unidos,15/05/2024,17
Litware Sistema Home Theater 4.1 Channel M413 Negro,Sistema Home Theater,TV y Video,Negro,05/06/2017,51,850,"Henderson, Caroline",Femenino,20000,Soltero,Mayor a 61 años,Tienda,Tienda Dallas,Estados Unidos,15/05/2024,605
Contoso Education Essentials Bundle M300 Blanco,Accesorios de Computadoras,Computadoras,Blanco,05/06/2017,3,250,"Wright, Katelyn",Femenino,90000,Casado,Mayor a 61 años,Tienda,Tienda Dallas,Estados Unidos,15/05/2024,181
Fabrikam Laptop8.9 E0800 Dorado,Laptops,Computadoras,Dorado,05/06/2017,1,689,"Stewart, Alex",Masculino,20000,Casado,Mayor a 61 años,Tienda,Tienda Dallas,Estados Unidos,15/05/2024,457
Fabrikam Coffee Maker Auto 5C E090 Negro,Máquinas de café,Electrodomésticos,Negro,05/06/2017,1,163,"Carter, Jesse",Masculino,50000,Casado,Mayor a 61 años,Tienda,Tienda Los Angeles,Estados Unidos,15/05/2024,98
Litware 3-Speed Oscillating Blower Fan M115 Negro,Ventiladores,Electrodomésticos,Negro,05/06/2017,1,"73,99","Carter, Jesse",Masculino,50000,Casado,Mayor a 61 años,Tienda,Tienda Los Angeles,Estados Unidos,15/05/2024,51
SV Hand Games for Office worker L28 Amarillo,Juegos en caja,Juegos y juguetes,Amarillo,04/06/2017,1,"16,99","Diaz, Gina",Femenino,70000,Soltero,Entre 51 y 60 años,Tienda,Tienda Fortaleza,Brasil,14/05/2024,11
Cigarette Lighter Adapter for Contoso Teléfonos E110 Rojo,Accesorios de Teléfonos Móviles,Teléfonos Móviles,Rojo,04/06/2017,1,"24,99","Reed, Mariah",Femenino,70000,Casado,Entre 41 y 50 años,Tienda,Tienda Chicago,Estados Unidos,14/05/2024,17
Cigarette Lighter Adapter for Contoso Teléfonos E110 Rojo,Accesorios de Teléfonos Móviles,Teléfonos Móviles,Rojo,04/06/2017,1,"24,99","Reed, Mariah",Femenino,70000,Casado,Entre 41 y 50 años,Tienda,Tienda Chicago,Estados Unidos,14/05/2024,17
Contoso General Carrying Case E304 Dorado,Accesorios Cámaras y Videocámaras,Cámaras y videocámaras,Dorado,04/06/2017,1,"19,99","Davis, Jonathan",Masculino,70000,Soltero,Mayor a 61 años,Tienda,Tienda Florida,Estados Unidos,14/05/2024,14
Contoso Rubberized Skin NegroBerry E100 Blanco,Accesorios de Teléfonos Móviles,Teléfonos Móviles,Blanco,04/06/2017,1,"14,99","Sharma, Yolanda",Femenino,70000,Soltero,Entre 41 y 50 años,Tienda,Tienda Florida,Estados Unidos,14/05/2024,10
Contoso In-Line Coupler E180 Blanco,Accesorios de Teléfonos Móviles,Teléfonos Móviles,Blanco,04/06/2017,1,250,"Martin, Lucas",Masculino,70000,Casado,Mayor a 61 años,Tienda,Tienda Florida,Estados Unidos,14/05/2024,185
